volume,chapter,region,kingdom_folder,kingdom_name,main_character,main_villain,kannada_story_file,english_story_file,kannada_audio_file,english_audio_file,media_kingdoms_folder,hero_image_name,villain_image_name,kingdom_dir,kingdom_dir_exists,stories_dir,story_count,story_names,tattoo_dir,tattoo_count,tattoo_files,emblem_dir,emblem_count,emblem_files,kingdoms_dir,kingdoms_count,kingdoms_files,portraits_dir,portraits_count,portraits_files,vehicles_dir,vehicles_count,vehicles_files,weapons_dir,weapons_count,weapons_files
Volume I - Maha Parva,Chapter 2 - Civil War,east,sundara-vana,Sundara-Vana — The Beautiful Darkness,Sundarvani,Kala-Nadi,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/sundara-vana/story.txt,audio/kannada/chapter-2-civil-war__sundara-vana.kn.mp3,audio/chapter-2-civil-war__sundara-vana.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/sundara-vana,YES,(inline at kingdom root),1,story.html; story.txt,,0,,,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/sundara-vana/media/portraits,0,,,0,,,0,
Volume I - Maha Parva,Chapter 2 - Civil War,east,vajra-bhumi,Vajra-Bhumi — The Thunderbolt Land,Vajramukha,Tamasa,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/vajra-bhumi/story.txt,audio/kannada/chapter-2-civil-war__vajra-bhumi.kn.mp3,audio/chapter-2-civil-war__vajra-bhumi.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/vajra-bhumi,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/vajra-bhumi/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/vajra-bhumi/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/vajra-bhumi/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/vajra-bhumi/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/vajra-bhumi/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,east,vana-agni,Vana-Agni — The Forest Fire,Vanajara,Vana-Raksha,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/vana-agni/story.txt,audio/kannada/chapter-2-civil-war__vana-agni.kn.mp3,audio/chapter-2-civil-war__vana-agni.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/vana-agni,YES,(inline at kingdom root),1,story.html; story.txt,,0,,,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/east/vana-agni/media/portraits,0,,,0,,,0,
Volume I - Maha Parva,Chapter 2 - Civil War,north,deva-bhumi,Deva-Bhumi — The Land of Gods,Kasturika,Hima-Mara,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/deva-bhumi/story.txt,audio/kannada/chapter-2-civil-war__deva-bhumi.kn.mp3,audio/chapter-2-civil-war__deva-bhumi.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/deva-bhumi,YES,(inline at kingdom root),1,story.html; story.txt,,0,,,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/deva-bhumi/media/portraits,0,,,0,,,0,
Volume I - Maha Parva,Chapter 2 - Civil War,north,ganga-simhasana,Ganga-Simhasana — The Throne on the Ganga,Gangaputra,Adharma,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/ganga-simhasana/story.txt,audio/kannada/chapter-2-civil-war__ganga-simhasana.kn.mp3,audio/chapter-2-civil-war__ganga-simhasana.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/ganga-simhasana,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/ganga-simhasana/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/ganga-simhasana/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/ganga-simhasana/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/ganga-simhasana/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/ganga-simhasana/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,north,hima-chhaya,Hima-Chhaya — The Snow Shadow,Himavati,Hima-Asura,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/hima-chhaya/story.txt,audio/kannada/chapter-2-civil-war__hima-chhaya.kn.mp3,audio/chapter-2-civil-war__hima-chhaya.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/hima-chhaya,YES,(inline at kingdom root),1,story.html; story.txt,,0,,,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/hima-chhaya/media/portraits,0,,,0,,,0,
Volume I - Maha Parva,Chapter 2 - Civil War,north,kurukshetra-bhoomi,Kurukshetra-Bhoomi — The Sacred Battleground,Kurukshetraa,Kuru-Bhasma,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/kurukshetra-bhoomi/story.txt,audio/kannada/chapter-2-civil-war__kurukshetra-bhoomi.kn.mp3,audio/chapter-2-civil-war__kurukshetra-bhoomi.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/kurukshetra-bhoomi,YES,(inline at kingdom root),1,story.html; story.txt,,0,,,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/kurukshetra-bhoomi/media/portraits,0,,,0,,,0,
Volume I - Maha Parva,Chapter 2 - Civil War,north,panch-nada,Panch-Nada — The Five River Throne,Panchanada,Panchavish,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/panch-nada/story.txt,audio/kannada/chapter-2-civil-war__panch-nada.kn.mp3,audio/chapter-2-civil-war__panch-nada.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/panch-nada,YES,(inline at kingdom root),1,story.html; story.txt,,0,,,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/panch-nada/media/portraits,0,,,0,,,0,
Volume I - Maha Parva,Chapter 2 - Civil War,north,sharada-pitha,Sharada-Pitha — The Seat of Sharada,Sharad-Pandit,Avantivarman-Bhrasta,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/sharada-pitha/story.txt,audio/kannada/chapter-2-civil-war__sharada-pitha.kn.mp3,audio/chapter-2-civil-war__sharada-pitha.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/sharada-pitha,YES,(inline at kingdom root),1,story.html; story.txt,,0,,,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/north/sharada-pitha/media/portraits,0,,,0,,,0,
Volume I - Maha Parva,Chapter 2 - Civil War,northeast,arunodaya-kshetra,Arunodaya-Kshetra — The Land of the Dawn,Udayagiri,Asta-Asura,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/arunodaya-kshetra/story.txt,audio/kannada/chapter-2-civil-war__arunodaya-kshetra.kn.mp3,audio/chapter-2-civil-war__arunodaya-kshetra.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/arunodaya-kshetra,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/arunodaya-kshetra/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/arunodaya-kshetra/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/arunodaya-kshetra/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/arunodaya-kshetra/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/arunodaya-kshetra/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,northeast,beyul-kshetra,Beyul-Kshetra — The Hidden Sacred Land,Kanchenjunga,Krodha,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/beyul-kshetra/story.txt,audio/kannada/chapter-2-civil-war__beyul-kshetra.kn.mp3,audio/chapter-2-civil-war__beyul-kshetra.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/beyul-kshetra,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/beyul-kshetra/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/beyul-kshetra/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/beyul-kshetra/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/beyul-kshetra/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/beyul-kshetra/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,northeast,dzukou-rashtra,Dzukou-Rashtra — The Valley Kingdom,Dzulevira,Naga-Rakshasa,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/dzukou-rashtra/story.txt,audio/kannada/chapter-2-civil-war__dzukou-rashtra.kn.mp3,audio/chapter-2-civil-war__dzukou-rashtra.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/dzukou-rashtra,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/dzukou-rashtra/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/dzukou-rashtra/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/dzukou-rashtra/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/dzukou-rashtra/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/dzukou-rashtra/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,northeast,ganda-kshetra,Ganda-Kshetra — The Rhinoceros Realm,Kamalavarna,Kama-Mara,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/ganda-kshetra/story.txt,audio/kannada/chapter-2-civil-war__ganda-kshetra.kn.mp3,audio/chapter-2-civil-war__ganda-kshetra.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/ganda-kshetra,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/ganda-kshetra/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/ganda-kshetra/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/ganda-kshetra/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/ganda-kshetra/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/ganda-kshetra/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,northeast,megha-maata,Megha-Maata — The Mother of Clouds,Meghanadi,Megha-Daitya,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/megha-maata/story.txt,audio/kannada/chapter-2-civil-war__megha-maata.kn.mp3,audio/chapter-2-civil-war__megha-maata.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/megha-maata,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/megha-maata/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/megha-maata/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/megha-maata/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/megha-maata/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/megha-maata/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,northeast,sangai-nata,Sangai-Nata — The Dance of the Floating Deer,Moirangthem,Tamasa-Nrita,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/sangai-nata/story.txt,audio/kannada/chapter-2-civil-war__sangai-nata.kn.mp3,audio/chapter-2-civil-war__sangai-nata.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/sangai-nata,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/sangai-nata/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/sangai-nata/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/sangai-nata/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/sangai-nata/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/sangai-nata/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,northeast,tlawmngaihna-desh,Tlawmngaihna-Desh — The Land of Self-Sacrifice,Tlangvala,Parvata-Asura,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/tlawmngaihna-desh/story.txt,audio/kannada/chapter-2-civil-war__tlawmngaihna-desh.kn.mp3,audio/chapter-2-civil-war__tlawmngaihna-desh.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/tlawmngaihna-desh,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/tlawmngaihna-desh/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/tlawmngaihna-desh/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/tlawmngaihna-desh/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/tlawmngaihna-desh/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/tlawmngaihna-desh/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,northeast,tri-pura,Tri-Pura — The Triple Fortress,Tripurari,Tripura-Asura,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/tri-pura/story.txt,audio/kannada/chapter-2-civil-war__tri-pura.kn.mp3,audio/chapter-2-civil-war__tri-pura.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/tri-pura,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/tri-pura/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/tri-pura/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/tri-pura/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/tri-pura/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/northeast/tri-pura/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,south,chaya-golkonda,Chaya-Golkonda — The Shadow Fortress,Chittaranga,Chitrabheda,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/chaya-golkonda/story.txt,audio/kannada/chapter-2-civil-war__chaya-golkonda.kn.mp3,audio/chapter-2-civil-war__chaya-golkonda.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/chaya-golkonda,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/chaya-golkonda/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/chaya-golkonda/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/chaya-golkonda/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/chaya-golkonda/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/chaya-golkonda/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,south,dharmakshetra-amaravati,Dharmakshetra Amaravati,Krishnaveni,Kalaniksha,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/dharmakshetra-amaravati/story.txt,audio/kannada/chapter-2-civil-war__dharmakshetra-amaravati.kn.mp3,audio/chapter-2-civil-war__dharmakshetra-amaravati.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/dharmakshetra-amaravati,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/dharmakshetra-amaravati/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/dharmakshetra-amaravati/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/dharmakshetra-amaravati/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/dharmakshetra-amaravati/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/dharmakshetra-amaravati/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,south,parashurama-kshetra,Parashurama-Kshetra — The Axe-Born Land,Parashurama,Kala-Hasta,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/parashurama-kshetra/story.txt,audio/kannada/chapter-2-civil-war__parashurama-kshetra.kn.mp3,audio/chapter-2-civil-war__parashurama-kshetra.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/parashurama-kshetra,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/parashurama-kshetra/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/parashurama-kshetra/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/parashurama-kshetra/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/parashurama-kshetra/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/parashurama-kshetra/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,south,sangam-tamilakam,Sangam Tamilakam — The Eternal Assembly,Kurinjiselvi,Palinisi,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/sangam-tamilakam/story.txt,audio/kannada/chapter-2-civil-war__sangam-tamilakam.kn.mp3,audio/story-text/chapter-2-civil-war__sangam-tamilakam.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/sangam-tamilakam,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/sangam-tamilakam/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/sangam-tamilakam/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/sangam-tamilakam/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/sangam-tamilakam/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/sangam-tamilakam/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,south,vijayanagara-reborn,Vijayanagara Reborn — The City of Victory,Tungabhadra,Bhoomi-Takshaka,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/vijayanagara-reborn/story.txt,audio/kannada/chapter-2-civil-war__vijayanagara-reborn.kn.mp3,audio/story-text/chapter-2-civil-war__vijayanagara-reborn.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/vijayanagara-reborn,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/vijayanagara-reborn/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/vijayanagara-reborn/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/vijayanagara-reborn/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/vijayanagara-reborn/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/south/vijayanagara-reborn/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,west,maru-maya,Maru-Maya — The Desert of Illusions,Mrigatrishna,Maru-Yama,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/maru-maya/story.txt,audio/kannada/chapter-2-civil-war__maru-maya.kn.mp3,audio/story-text/chapter-2-civil-war__maru-maya.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/maru-maya,YES,(inline at kingdom root),1,story.html; story.txt,,0,,,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/maru-maya/media/portraits,0,,,0,,,0,
Volume I - Maha Parva,Chapter 2 - Civil War,west,samudra-dvipa,Samudra-Dvipa — The Ocean's Pearl,Sagaradeva,Maha-Vega,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/samudra-dvipa/story.txt,audio/kannada/chapter-2-civil-war__samudra-dvipa.kn.mp3,audio/story-text/chapter-2-civil-war__samudra-dvipa.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/samudra-dvipa,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/samudra-dvipa/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/samudra-dvipa/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/samudra-dvipa/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/samudra-dvipa/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/samudra-dvipa/media/weapons,0,
Volume I - Maha Parva,Chapter 2 - Civil War,west,simha-dwara,Simha-Dwara — The Lion's Gate,Simhavikrama,Kala-Simha,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/simha-dwara/story.txt,audio/kannada/chapter-2-civil-war__simha-dwara.kn.mp3,audio/story-text/chapter-2-civil-war__simha-dwara.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/simha-dwara,YES,(inline at kingdom root),1,story.html; story.txt,,0,,,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/simha-dwara/media/portraits,0,,,0,,,0,
Volume I - Maha Parva,Chapter 2 - Civil War,west,swarajya-sahyadri,Swarajya Sahyadri — The Self-Ruled Mountains,Shivagati,Vanaraksha,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/swarajya-sahyadri/story.txt,audio/kannada/chapter-2-civil-war__swarajya-sahyadri.kn.mp3,audio/story-text/chapter-2-civil-war__swarajya-sahyadri.m4a,,,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/swarajya-sahyadri,YES,(inline at kingdom root),1,story.html; story.txt,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/swarajya-sahyadri/media/tattoo,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/swarajya-sahyadri/media/emblem,0,,,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/swarajya-sahyadri/media/portraits,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/swarajya-sahyadri/media/vehicles,0,,content/volume-1-maha-parva/chapter-2-civil-war/bharatavarsha/regions/west/swarajya-sahyadri/media/weapons,0,
Volume I - Maha Parva,Chapter 3 - Rise of Beasts,central,hridaya-sthana,Hridaya-Sthana — The Heartland,Dvadashashringa,Adharma-Kendra,,content/volume-1-maha-parva/chapter-3-rise-of-beasts/bharatavarsha/regions/central/hridaya-sthana/story.txt,audio/kannada/chapter-3-rise-of-beasts__hridaya-sthana.kn.mp3,audio/story-text/chapter-3-rise-of-beasts__hridaya-sthana.m4a,,,,content/volume-1-maha-parva/chapter-3-rise-of-beasts/bharatavarsha/regions/central/hridaya-sthana,YES,(inline at kingdom root),1,story.html; story.txt,,0,,,0,,,0,,content/volume-1-maha-parva/chapter-3-rise-of-beasts/bharatavarsha/regions/central/hridaya-sthana/media/portraits,0,,,0,,,0,
Volume I - Maha Parva,Chapter 3 - Rise of Beasts,east,kalinga-chakra,Kalinga-Chakra — The Wheel of Kalinga,Jagannathi,Chakra-Bheda,,content/volume-1-maha-parva/chapter-3-rise-of-beasts/bharatavarsha/regions/east/kalinga-chakra/story.txt,audio/kannada/chapter-3-rise-of-beasts__kalinga-chakra.kn.mp3,audio/story-text/chapter-3-rise-of-beasts__kalinga-chakra.m4a,,,,content/volume-1-maha-parva/chapter-3-rise-of-beasts/bharatavarsha/regions/east/kalinga-chakra,YES,(inline at kingdom root),1,story.html; story.txt,,0,,,0,,,0,,content/volume-1-maha-parva/chapter-3-rise-of-beasts/bharatavarsha/regions/east/kalinga-chakra/media/portraits,0,,,0,,,0,
Volume I - Maha Parva,Chapter 3 - Rise of Beasts,north,ganga-simhasana,Ganga-Simhasana — The Throne on the Ganga,Gangaputra,Adharma,,content/volume-1-maha-parva/chapter-3-rise-of-beasts/bharatavarsha/regions/north/ganga-simhasana/story.txt,audio/kannada/chapter-3-rise-of-beasts__ganga-simhasana.kn.mp3,audio/story-text/chapter-3-rise-of-beasts__ganga-simhasana.m4a,,,,content/volume-1-maha-parva/chapter-3-rise-of-beasts/bharatavarsha/regions/north/ganga-simhasana,YES,(inline at kingdom root),1,story.html; story.txt,,0,,,0,,,0,,content/volume-1-maha-parva/chapter-3-rise-of-beasts/bharatavarsha/regions/north/ganga-simhasana/media/portraits,0,,,0,,,0,
